"trinity_id","gene_symbol","source","source_rank"
"c1062641-g1-i2^sp-O00548-DLL1-HUMAN^MNNL^sigP^Tm1","DLL1","embedded",2
"c1062642-g1-i1^sp-Q9NQV8-PRDM8-HUMAN^zf-C2H2","PRDM8","embedded",2
"c1062645-g2-i2^sp-Q99M51-NCK1-MOUSE^SH3-2","NCK1","embedded",2
"c1062646-g1-i2^sp-Q9CWB7-YD286-MOUSE^sp-A6NC05-YD286-HUMAN^DUF836","YD286","embedded",2
"c1062647-g1-i1^sp-Q8VE62-PAIP1-MOUSE^MIF4G","PAIP1","embedded",2
"c1062647-g1-i2^sp-Q9H074-PAIP1-HUMAN^sp-Q8VE62-PAIP1-MOUSE^MIF4G","PAIP1","embedded",2
"c1062654-g1-i2^sp-Q5M7G4-KAD8-XENLA^AAA-17","KAD8","embedded",2
"c1062655-g1-i1^sp-Q03274-PO22-POPJA^sp-Q03278-PO21-NASVI^RVT-1","PO22","embedded",2
"c1062662-g2-i2^sp-Q8R4L0-SLAP2-MOUSE^SH3-1^Tm2","SLAP2","embedded",2
"c1062664-g1-i1^sp-P17014-ZNF12-HUMAN^sp-Q9Y2H8-ZN510-HUMAN^zf-C2H2","ZNF12","embedded",2
"c1062668-g2-i1^sp-Q9Z2U1-PSA5-MOUSE^Proteasome-A-N","PSA5","embedded",2
"c1062668-g2-i3^sp-Q9Z2U1-PSA5-MOUSE^Proteasome-A-N","PSA5","embedded",2
"c1062675-g2-i1^sp-Q5ZK84-AK1A1-CHICK^sp-Q9JII6-AK1A1-MOUSE^Aldo-ket-red","AK1A1","embedded",2
"c1062682-g5-i5^sp-Q641J8-RF12A-XENLA^zf-RING-2","RF12A","embedded",2
"c1062683-g1-i3^sp-Q6J9G0-STYK1-HUMAN^Pkinase^Tm1","STYK1","embedded",2
"c1062687-g1-i1^sp-Q92184-SIA7B-CHICK^Glyco-transf-29^Tm1","SIA7B","embedded",2
"c1062687-g2-i2^sp-Q92184-SIA7B-CHICK^Glyco-transf-29","SIA7B","embedded",2
"c1062697-g1-i1^sp-Q8NBM8-PCYXL-HUMAN^sp-Q8C7K6-PCYXL-MOUSE^NAD-binding-8^sigP","PCYXL","embedded",2
"c1062698-g1-i1^sp-P10394-POL4-DROME^sp-Q09575-YRD6-CAEEL","POL4","embedded",2
"c1062702-g1-i1^sp-O15247-CLIC2-HUMAN^GST-N-3","CLIC2","embedded",2
"c1062714-g3-i1^sp-P59480-RM45-XENLA^Tim44","RM45","embedded",2
"c1062716-g1-i1^sp-Q8TAE7-KCNG3-HUMAN^BTB-2^Tm4","KCNG3","embedded",2
"c1062718-g1-i1^sp-Q5M962-TM204-RAT^sigP^Tm4","TM204","embedded",2
"c1062718-g1-i2^sp-Q5M962-TM204-RAT^sigP^Tm4","TM204","embedded",2
"c1062725-g1-i1^sp-Q920A7-AFG31-MOUSE^FtsH-ext^Tm2","AFG31","embedded",2
"c1062726-g4-i2^sp-Q7TNF8-RIMB1-MOUSE^SH3-2","RIMB1","embedded",2
"c1062726-g4-i3^sp-Q7TNF8-RIMB1-MOUSE^SH3-2","RIMB1","embedded",2
"c1062726-g4-i5^sp-Q7TNF8-RIMB1-MOUSE^SH3-2","RIMB1","embedded",2
"c1062730-g1-i1^sp-Q0VA16-WDR70-XENTR^WD40","WDR70","embedded",2
"c1062737-g3-i2^sp-Q91044-NTRK3-CHICK^I-set^Tm1","NTRK3","embedded",2
"c1062738-g1-i1^sp-Q5F3W3-MK06-CHICK^Pkinase","MK06","embedded",2
"c1062742-g2-i1^sp-Q9UKN7-MYO15-HUMAN^FERM-M","MYO15","embedded",2
"c1062742-g4-i2^sp-Q96JP2-MY15B-HUMAN^MyTH4","MY15B","embedded",2
"c1062749-g2-i3^sp-Q9H5I5-PIEZ2-HUMAN^Tm20","PIEZ2","embedded",2
"c1062749-g2-i4^sp-Q9H5I5-PIEZ2-HUMAN^Tm20","PIEZ2","embedded",2
"c1062749-g3-i1^sp-Q8CD54-PIEZ2-MOUSE^DUF3595^Tm6","PIEZ2","embedded",2
"c1062749-g3-i2^sp-Q8CD54-PIEZ2-MOUSE^DUF3595^Tm6","PIEZ2","embedded",2
"c1062755-g1-i4^sp-Q5RED8-CYLD-PONAB^CAP-GLY","CYLD","embedded",2
"c1062758-g1-i2^sp-Q12849-GRSF1-HUMAN^RRM-6","GRSF1","embedded",2
"c1062764-g1-i1^sp-Q69BJ9-UCRI-AOTAZ^UCR-TM","UCRI","embedded",2
"c1062765-g1-i3^sp-Q75UG4-P4HA3-BOVIN^P4Ha-N^sigP","P4HA3","embedded",2
"c1062765-g1-i4^sp-Q75UG4-P4HA3-BOVIN^P4Ha-N^sigP","P4HA3","embedded",2
"c1062768-g1-i1^sp-Q6P9U3-COMD3-RAT^sp-Q63829-COMD3-MOUSE^HCaRG","COMD3","embedded",2
"c1062768-g2-i2^sp-Q5SDR3-BMI1-CHICK^sp-Q32KX7-BMI1-BOVIN^zf-C3HC4-3","BMI1","embedded",2
"c1062768-g2-i6^sp-Q5SDR3-BMI1-CHICK^sp-Q32KX7-BMI1-BOVIN^zf-C3HC4-3","BMI1","embedded",2
"c1062775-g1-i1^sp-Q5T3F8-TM63B-HUMAN^DUF221^sigP^Tm3","TM63B","embedded",2
"c1062775-g2-i1^sp-O94886-TM63A-HUMAN^sp-Q5R826-TM63A-PONAB^RSN1-TM^Tm10","TM63A","embedded",2
"c1062785-g2-i1^sp-P08548-LIN1-NYCCO^Exo-endo-phos","LIN1","embedded",2
"c1062789-g1-i1^sp-Q6GL52-ZN574-XENTR^zf-C2H2","ZN574","embedded",2
"c1062789-g4-i1^sp-Q29RK0-ZN574-BOVIN^zf-C2H2-6","ZN574","embedded",2
"c1062789-g5-i1^sp-Q4R528-F188A-MACFA^DUF4205","F188A","embedded",2
"c1062795-g1-i1^sp-Q66KC9-DACT1-XENTR^sp-Q8QG92-DCT1B-XENLA","DACT1","embedded",2
"c1062802-g1-i1^sp-Q99467-CD180-HUMAN^LRR-8^Tm1","CD180","embedded",2
"c1062808-g1-i2^sp-Q8NDA8-HTR7A-HUMAN^sigP","HTR7A","embedded",2
"c1062809-g2-i1^sp-Q5R5U3-ZN271-PONAB^sp-P17040-ZSC20-HUMAN^zf-C2H2-6","ZN271","embedded",2
"c1062812-g1-i1^sp-O89026-ROBO1-MOUSE^sp-Q9Y6N7-ROBO1-HUMAN^Ig-3^sigP","ROBO1","embedded",2
"c1062813-g1-i1^sp-Q9CR86-CHSP1-MOUSE^CSD","CHSP1","embedded",2
"c1062813-g1-i3^sp-Q9CR86-CHSP1-MOUSE^CSD","CHSP1","embedded",2
"c1062815-g1-i1^sp-Q9NYV6-RRN3-HUMAN^RRN3","RRN3","embedded",2
"c1062825-g1-i2^sp-P83095-LACTB-BOVIN^Beta-lactamase","LACTB","embedded",2
"c1062825-g1-i6^sp-P83095-LACTB-BOVIN^Beta-lactamase","LACTB","embedded",2
"c1062834-g1-i1^sp-A8MVW5-HECA2-HUMAN^V-set^sigP^Tm1","HECA2","embedded",2
"c1062835-g2-i1^sp-Q62897-KCND3-RAT^sp-Q9Z0V1-KCND3-MOUSE^Shal-type^sigP^Tm5","KCND3","embedded",2
"c1062836-g4-i1^sp-Q9XSW9-LEP-SMICR^sp-O02720-LEP-CANFA^Leptin","LEP","embedded",2
"c1062836-g4-i3^sp-Q9XSW9-LEP-SMICR^sp-O02720-LEP-CANFA^Leptin^sigP","LEP","embedded",2
"c1062839-g1-i1^sp-Q60997-DMBT1-MOUSE^SRCR^Tm4","DMBT1","embedded",2
"c1062842-g3-i1^sp-Q95SX7-RTBS-DROME^sp-Q03278-PO21-NASVI^RVT-1","RTBS","embedded",2
"c1062843-g4-i3^sp-P26808-POL-MLVFP^sp-O92815-POL-WDSV","POL","embedded",2
"c1062844-g1-i1^sp-P51665-PSD7-HUMAN^sp-Q3ZBD0-PSD7-BOVIN^JAB","PSD7","embedded",2
"c1062856-g1-i1^sp-P21328-RTJK-DROME^RVT-1","RTJK","embedded",2
"c1062858-g2-i1^sp-P04921-GLPC-HUMAN^Tm1","GLPC","embedded",2
"c1062859-g1-i2^sp-P00428-COX5B-BOVIN^COX5B","COX5B","embedded",2
"c1062872-g1-i3^sp-Q3UDW8-HGNAT-MOUSE^DUF1624^Tm10","HGNAT","embedded",2
"c1062874-g1-i1^sp-Q6GPQ5-DPH1-XENLA^Diphthamide-syn","DPH1","embedded",2
"c1062875-g1-i4^sp-Q9DE68-PGS2-COTJA^LRRNT^sigP","PGS2","embedded",2
"c1062879-g2-i1^sp-Q9Y219-JAG2-HUMAN^MNNL^sigP^Tm1","JAG2","embedded",2
"c1062886-g1-i3^sp-Q9UHV9-PFD2-HUMAN^Prefoldin-2","PFD2","embedded",2
"c1062889-g2-i2^sp-O88343-S4A4-MOUSE^sp-O13134-S4A4-AMBTI^Band-3-cyto^Tm11","S4A4","embedded",2
"c1062892-g2-i1^sp-P10716-CLC4F-RAT^Lectin-C","CLC4F","embedded",2
"c1062900-g1-i1^sp-Q9NYP8-CU062-HUMAN^sigP","CU062","embedded",2
"c1062914-g1-i1^sp-Q9HB20-PKHA3-HUMAN^PH","PKHA3","embedded",2
"c1062916-g1-i1^sp-E7FDB3-NANO1-DANRE^zf-nanos","NANO1","embedded",2
"c1062918-g1-i2^sp-Q9Y6R7-FCGBP-HUMAN^TIL^sigP","FCGBP","embedded",2
"c1062919-g1-i3^sp-A4IHY0-OXND1-XENTR^NAD-binding-1","OXND1","embedded",2
"c1062919-g1-i4^sp-Q7T0X7-OXND1-XENLA^NAD-binding-6","OXND1","embedded",2
"c1062922-g2-i2^sp-Q5FW46-F214A-XENTR^DUF4210","F214A","embedded",2
"c1062924-g2-i1^sp-P49578-ACM3-CHICK^7TM-GPCR-Srx^Tm7","ACM3","embedded",2
"c1062928-g1-i1^sp-O73787-GCP3-XENLA^sp-Q96CW5-GCP3-HUMAN^Spc97-Spc98","GCP3","embedded",2
"c1062936-g1-i1^sp-Q90W79-CNTN5-CHICK^fn3","CNTN5","embedded",2
"c1062936-g2-i2^sp-O94779-CNTN5-HUMAN^Ig-2","CNTN5","embedded",2
"c1062937-g3-i1^sp-Q9EPC5-RET7-MOUSE^Lipocalin","RET7","embedded",2
"c1062938-g1-i2^sp-Q9Y548-YIPF1-HUMAN^Yip1^Tm5","YIPF1","embedded",2
"c1062939-g1-i1^sp-Q5ZI82-P2RY8-CHICK^7tm-1^Tm7","P2RY8","embedded",2
"c1062941-g1-i2^sp-Q6GNB5-HACD-XENLA^PTPLA","HACD","embedded",2
"c1062941-g1-i3^sp-Q6GNB5-HACD-XENLA^PTPLA^Tm2","HACD","embedded",2
"c1062943-g1-i1^sp-Q9GKU1-PDLI2-MACFA^sp-Q6AYD6-PDLI2-RAT^PDZ","PDLI2","embedded",2
"c1062951-g1-i4^sp-O54834-RHG06-MOUSE^RhoGAP","RHG06","embedded",2
"c1062955-g1-i1^sp-Q503X2-RM04-DANRE^sp-Q32PI6-RM04-BOVIN^Ribosomal-L4","RM04","embedded",2
"c1062960-g1-i1^sp-P29694-EF1G-RABIT^GST-N","EF1G","embedded",2
"c1062965-g1-i1^sp-Q12983-BNIP3-HUMAN^BNIP3^Tm1","BNIP3","embedded",2
"c1062975-g1-i1^sp-A0PK05-TMM72-HUMAN^Tm4","TMM72","embedded",2
"c1062978-g1-i1^sp-Q6GM05-LPPR5-XENLA^PAP2^Tm6","LPPR5","embedded",2
"c1062981-g1-i2^sp-P68512-FEL-CYPCA^Hyd-WA^sigP","FEL","embedded",2
"c1062981-g1-i4^sp-P68512-FEL-CYPCA^Hyd-WA^sigP","FEL","embedded",2
"c1062981-g3-i1^sp-P68512-FEL-CYPCA^Hyd-WA^sigP^Tm2","FEL","embedded",2
"c1062995-g1-i1^sp-A4D7T3-ASZ1-MACEU^Ank","ASZ1","embedded",2
"c1062996-g3-i1^sp-Q9BRH9-ZN251-HUMAN^sp-Q8TF20-ZN721-HUMAN^zf-C2H2","ZN251","embedded",2
"c1062997-g1-i2^sp-Q4R4T5-HS90B-MACFA^sp-Q04619-HS90B-CHICK^HATPase-c-3","HS90B","embedded",2
"c1063003-g1-i1^sp-O14926-FSCN2-HUMAN^Fascin","FSCN2","embedded",2
"c1063003-g1-i4^sp-O14926-FSCN2-HUMAN^Fascin","FSCN2","embedded",2
"c1063005-g1-i3^sp-P55347-PKNX1-HUMAN^Homeobox-KN","PKNX1","embedded",2
"c1063007-g7-i2^sp-Q5ZK62-ACAP2-CHICK^PH^Tm1","ACAP2","embedded",2
"c1063008-g2-i1^sp-O95980-RECK-HUMAN^Kazal-2^sigP","RECK","embedded",2
"c1063008-g2-i2^sp-O95980-RECK-HUMAN^Kazal-2^sigP","RECK","embedded",2
"c1063011-g5-i1^sp-P01025-CO3-PIG^sp-Q2UVX4-CO3-BOVIN^A2M-N^sigP","C3","goi_direct",1
"c1063013-g1-i1^sp-Q9MA55-ACBP4-ARATH^Kelch-4","ACBP4","embedded",2
"c1063013-g1-i2^sp-Q9MA55-ACBP4-ARATH^Kelch-4","ACBP4","embedded",2
"c1063021-g4-i1^sp-Q8NA58-PNDC1-HUMAN^CAF1","PNDC1","embedded",2
"c1063027-g2-i1^sp-Q3S8M4-ELOV4-MACMU^sp-Q9GZR5-ELOV4-HUMAN^ELO^Tm6","ELOV4","embedded",2
"c1063027-g2-i2^sp-Q3S8M4-ELOV4-MACMU^sp-Q9GZR5-ELOV4-HUMAN^ELO^Tm6","ELOV4","embedded",2
"c1063034-g1-i1^sp-Q92826-HXB13-HUMAN^sp-Q1ECY2-HXBDA-DANRE^HoxA13-N","HXB13","embedded",2
"c1063035-g2-i3^sp-Q8TD26-CHD6-HUMAN^Chromo","CHD6","embedded",2
"c1063037-g1-i1^sp-Q8IXQ9-MET20-HUMAN^Methyltransf-16","MET20","embedded",2
"c1063044-g1-i1^sp-Q96HA4-CA159-HUMAN^sigP^Tm1","CA159","embedded",2
"c1063049-g2-i2^sp-P28715-ERCC5-HUMAN^sp-P14629-ERCC5-XENLA^XPG-I^XPG-N^Tm1","ERCC5","embedded",2
"c1063049-g2-i4^sp-P28715-ERCC5-HUMAN^XPG-N","ERCC5","embedded",2
"c1063051-g1-i1^sp-A2VE13-MAL2-BOVIN^MARVEL^Tm5","MAL2","embedded",2
"c1063062-g3-i1^sp-O75443-TECTA-HUMAN^NIDO^sigP","TECTA","embedded",2
"c1063065-g1-i3^sp-Q5R7T5-RNF41-PONAB^zf-Nse","RNF41","embedded",2
"c1063068-g1-i1^sp-Q80UN9-MOD5-MOUSE^IPT","MOD5","embedded",2
"c1063068-g1-i2^sp-Q80UN9-MOD5-MOUSE^IPT^zf-C2H2-jaz","MOD5","embedded",2
"c1063073-g1-i2^sp-Q5PPY1-MCS1A-XENLA^PUA","MCS1A","embedded",2
"c1063074-g1-i1^sp-Q9BQN1-FA83C-HUMAN^DUF1669","FA83C","embedded",2
"c1063084-g1-i1^sp-B0FPE9-NALP3-MACMU^PYRIN","NALP3","embedded",2
"c1063088-g1-i1^sp-Q9Y3I0-RTCB-HUMAN^RtcB","RTCB","embedded",2
"c1063094-g1-i1^sp-Q8NEZ2-VP37A-HUMAN^Mod-r","VP37A","embedded",2
"c1063094-g1-i3^sp-Q8NEZ2-VP37A-HUMAN^Mod-r","VP37A","embedded",2
"c1063094-g1-i4^sp-Q8NEZ2-VP37A-HUMAN^sp-Q8CHS8-VP37A-MOUSE^Mod-r","VP37A","embedded",2
"c1063097-g1-i1^sp-P56479-GALR1-MOUSE^sp-Q9Z0Z6-AGTR2-MERUN^7tm-1^Tm2","GALR1","embedded",2
"c1063101-g1-i1^sp-O14744-ANM5-HUMAN^PRMT5","ANM5","embedded",2
"c1063103-g3-i1^sp-O55239-NNMT-MOUSE^NNMT-PNMT-TEMT","NNMT","embedded",2
"c1063108-g1-i1^sp-P19204-CASQ2-CHICK^sp-O09161-CASQ2-MOUSE^Calsequestrin^sigP","CASQ2","embedded",2
"c1063109-g1-i5^sp-Q4R4P1-HS90A-MACFA^sp-P30946-HS90A-RABIT^HATPase-c-3","HS90A","embedded",2
"c1063115-g2-i1^sp-Q5RB84-ZDH21-PONAB^zf-DHHC^Tm4","ZDH21","embedded",2
"c1063115-g2-i2^sp-Q5RB84-ZDH21-PONAB^zf-DHHC^Tm4","ZDH21","embedded",2
"c1063115-g8-i1^sp-Q5BJK8-GOLI4-RAT^Tm1","GOLI4","embedded",2
"c1063116-g1-i1^sp-P83468-PHP14-RABIT^Ocnus","PHP14","embedded",2
"c1063117-g1-i2^sp-Q9CQN1-TRAP1-MOUSE^HATPase-c-3^sigP","TRAP1","embedded",2
"c1063117-g1-i3^sp-Q9CQN1-TRAP1-MOUSE^HATPase-c-3","TRAP1","embedded",2
"c1063119-g1-i1^sp-Q9W758-CTBP2-XENLA^2-Hacid-dh","CTBP2","embedded",2
"c1063119-g1-i3^sp-Q9W758-CTBP2-XENLA^2-Hacid-dh","CTBP2","embedded",2
"c1063119-g1-i5^sp-Q9W758-CTBP2-XENLA^2-Hacid-dh","CTBP2","embedded",2
"c1063120-g4-i2^sp-Q3V3A7-RN207-MOUSE^sp-Q6ZRF8-RN207-HUMAN^zf-B-box","RN207","embedded",2
"c1063120-g4-i5^sp-Q3V3A7-RN207-MOUSE^sp-Q6ZRF8-RN207-HUMAN^zf-B-box","RN207","embedded",2
"c1063120-g4-i7^sp-Q6ZRF8-RN207-HUMAN^zf-B-box","RN207","embedded",2
"c1063121-g1-i1^sp-Q4R7D3-F154A-MACFA^STOP","F154A","embedded",2
"c1063122-g1-i1^sp-P40682-VAS1-BOVIN^ATP-synt-S1^Tm1","VAS1","embedded",2
"c1063122-g1-i2^sp-P40682-VAS1-BOVIN^ATP-synt-S1^sigP^Tm1","VAS1","embedded",2
"c1063122-g1-i3^sp-P40682-VAS1-BOVIN^ATP-synt-S1^Tm1","VAS1","embedded",2
"c1063123-g1-i1^sp-Q95SX7-RTBS-DROME^RVT-1","RTBS","embedded",2
"c1063124-g1-i1^sp-Q9GMV6-TEANC-MACFA^Med26","TEANC","embedded",2
"c1063126-g2-i3^sp-Q9GKN8-PRELP-BOVIN^sp-Q9EQP5-PRELP-RAT^LRRNT^sigP","PRELP","embedded",2
"c1063126-g2-i4^sp-Q9GKN8-PRELP-BOVIN^sp-Q9EQP5-PRELP-RAT^LRRNT^sigP","PRELP","embedded",2
"c1063136-g1-i2^sp-Q00P32-HES2-XENLA^HLH","HES2","embedded",2
"c1063141-g1-i1^sp-O43614-OX2R-HUMAN^7tm-1^Tm7","OX2R","embedded",2
"c1063150-g3-i1^sp-Q9P2F9-ZN319-HUMAN^sp-Q9ERR8-ZN319-MOUSE^zf-C2H2-6","ZN319","embedded",2
"c1063162-g1-i1^sp-Q8WTS6-SETD7-HUMAN^MORN","SETD7","embedded",2
"c1063165-g10-i5^sp-Q5RDU7-YPEL5-PONAB^Yippee-Mis18","YPEL5","embedded",2
"c1063165-g9-i1^sp-Q66J85-ZFAN3-XENLA^sp-Q9H8U3-ZFAN3-HUMAN^zf-A20","ZFAN3","embedded",2
"c1063170-g1-i1^sp-Q9JLZ3-AUHM-MOUSE^ECH","AUHM","embedded",2
"c1063173-g2-i2^sp-Q03278-PO21-NASVI^RVT-1","PO21","embedded",2
"c1063174-g8-i2^sp-Q9QZS3-NUMB-MOUSE^sp-P49757-NUMB-HUMAN^PID","NUMB","embedded",2
"c1063178-g9-i1^sp-O46559-LIPC-RABIT^Lipase^sigP","LIPC","embedded",2
"c1063179-g1-i1^sp-Q9H792-PEAK1-HUMAN^Pkinase-Tyr","PEAK1","embedded",2
"c1063182-g2-i2^sp-Q09575-YRD6-CAEEL^rve","YRD6","embedded",2
"c1063186-g1-i1^sp-Q99315-YG31B-YEAST^RVP","YG31B","embedded",2
"c1063187-g1-i1^sp-Q9UR07-RTF23-SCHPO^sp-Q7LHG5-YI31B-YEAST^rve","RTF23","embedded",2
"c1063198-g1-i1^sp-Q8CFY5-COX10-MOUSE^UbiA^Tm1","COX10","embedded",2
"c1063202-g2-i1^sp-O14807-RASM-HUMAN^Arf","RASM","embedded",2
"c1063209-g1-i1^sp-P14222-PERF-HUMAN^sp-P35763-PERF-RAT^MACPF^sigP","PERF","embedded",2
"c1063219-g1-i1^sp-Q99814-EPAS1-HUMAN^PAS-9^sigP","EPAS1","embedded",2
"c1063219-g1-i2^sp-Q99814-EPAS1-HUMAN^PAS-9","EPAS1","embedded",2
"c1063222-g2-i2^sp-E1C5V0-SMYD2-CHICK^SET","SMYD2","embedded",2
"c1063223-g2-i1^sp-P11896-HBA3-PLEWA^Globin","HBA3","embedded",2
"c1063228-g1-i1^sp-Q9NZ20-PA2G3-HUMAN^Phospholip-A2-2","PA2G3","embedded",2
"c1063232-g2-i1^sp-Q9JKR6-HYOU1-MOUSE^sp-Q63617-HYOU1-RAT^HSP70^Tm1","HYOU1","embedded",2
"c1063252-g1-i1^sp-Q6PH81-CP087-HUMAN^sp-Q5XG50-CE087-XENLA^UPF0547","CP087","embedded",2
"c1063254-g2-i1^sp-Q15118-PDK1-HUMAN^BCDHK-Adom3","PDK1","embedded",2
"c1063254-g2-i2^sp-Q15118-PDK1-HUMAN^sp-Q63065-PDK1-RAT^BCDHK-Adom3^HATPase-c","PDK1","embedded",2
"c1063255-g1-i1^sp-Q5R8X9-AMN1-PONAB^LRR-6","AMN1","embedded",2
"c1063259-g2-i1^sp-Q9NRG7-D39U1-HUMAN^DUF1731","D39U1","embedded",2
"c1063259-g2-i2^sp-Q17QH8-D39U1-BOVIN^sp-Q9NRG7-D39U1-HUMAN^DUF1731","D39U1","embedded",2
"c1063259-g2-i3^sp-Q9NRG7-D39U1-HUMAN^DUF1731","D39U1","embedded",2
"c1063259-g3-i2^sp-Q8IUZ0-LRC49-HUMAN^sp-Q91YK0-LRC49-MOUSE","LRC49","embedded",2
"c1063259-g3-i3^sp-Q8IUZ0-LRC49-HUMAN^sp-Q91YK0-LRC49-MOUSE^LRR-7","LRC49","embedded",2
"c1063263-g1-i2^sp-Q5FW17-RFA1-XENTR^sp-P27694-RFA1-HUMAN^Rep-A-N","RFA1","embedded",2
"c1063270-g1-i1^sp-Q60803-TRAF3-MOUSE^zf-TRAF","TRAF3","embedded",2
"c1063280-g1-i1^sp-A2AFR3-FRPD4-MOUSE^sp-Q14CM0-FRPD4-HUMAN^RA","FRPD4","embedded",2
"c1063283-g1-i2^sp-Q5E9C0-RSU1-BOVIN^LRR-8","RSU1","embedded",2
"c1063283-g1-i5^sp-Q5E9C0-RSU1-BOVIN^LRR-8","RSU1","embedded",2
"c1063288-g1-i1^sp-Q1EHB4-SC5AC-HUMAN^SSF^Tm7","SC5AC","embedded",2
"c1063290-g2-i2^sp-O55144-TLX3-MOUSE^sp-O43711-TLX3-HUMAN^Homeobox","TLX3","embedded",2
"c1063290-g2-i3^sp-O55144-TLX3-MOUSE^sp-O93366-TLX1-CHICK^Homeobox","TLX3","embedded",2
"c1063290-g3-i1^sp-O55144-TLX3-MOUSE^sp-O93367-TLX3-CHICK^Homeobox","TLX3","embedded",2
"c1063297-g1-i2^sp-A6QLU8-NXN-BOVIN^Thioredoxin-8","NXN","embedded",2
"c1063308-g2-i1^sp-Q9DB25-ALG5-MOUSE^Glyco-tranf-2-3^Tm1","ALG5","embedded",2
"c1063310-g1-i4^sp-Q9H2U2-IPYR2-HUMAN^Pyrophosphatase","IPYR2","embedded",2
"c1063311-g1-i1^sp-Q2T9Y6-GSH0-BOVIN^Aldo-ket-red","GSH0","embedded",2
"c1063319-g1-i1^sp-Q9IAX2-IOD2-CHICK^sp-Q9Z1Y9-IOD2-MOUSE^T4-deiodinase","IOD2","embedded",2
"c1063327-g3-i1^sp-Q96MB7-HARB1-HUMAN^DDE-Tnp-4","HARB1","embedded",2
"c1063330-g2-i1^sp-P23459-HXD8-CHICK^Homeobox","HXD8","embedded",2
"c1063330-g2-i3^sp-P23459-HXD8-CHICK^Homeobox","HXD8","embedded",2
"c1063331-g1-i1^sp-Q6IQ26-DEN5A-HUMAN^uDENN","DEN5A","embedded",2
"c1063334-g1-i1^sp-Q9UI40-NCKX2-HUMAN^Na-Ca-ex^Tm8","NCKX2","embedded",2
"c1063334-g1-i3^sp-Q9UI40-NCKX2-HUMAN^Na-Ca-ex^Tm8","NCKX2","embedded",2
"c1063337-g1-i1^sp-Q9CQC9-SAR1B-MOUSE^Arf^sigP","SAR1B","embedded",2
"c1063339-g1-i1^sp-B2RYM0-ANGE1-RAT^Exo-endo-phos^Tm1","ANGE1","embedded",2
"c1063339-g1-i2^sp-Q9UNK9-ANGE1-HUMAN^Exo-endo-phos","ANGE1","embedded",2
"c1063343-g2-i1^sp-Q53GS9-SNUT2-HUMAN^sp-P22355-PSPB-RAT^sp-Q4V817-CB068-XENLA^SapA^UPF0561^zf-UBP^sigP","SNUT2","embedded",2
"c1063345-g1-i2^sp-Q9BUQ8-DDX23-HUMAN^DEAD","DDX23","embedded",2
"c1063355-g1-i3^sp-Q60HD2-ATLA1-MACFA^GBP^Tm2","ATLA1","embedded",2
"c1063358-g2-i1^sp-Q9Y5L0-TNPO3-HUMAN^Xpo1","TNPO3","embedded",2
"c1063362-g1-i1^sp-Q8C0L0-TMX4-MOUSE^Thioredoxin^Tm1","TMX4","embedded",2
"c1063364-g1-i2^sp-Q9UBY5-LPAR3-HUMAN^7tm-1^Tm7","LPAR3","embedded",2
"c1063366-g1-i1^sp-A0JNJ3-SPG20-BOVIN^sp-Q8N0X7-SPG20-HUMAN^MIT","SPG20","embedded",2
"c1063369-g2-i1^sp-Q865S0-RCAS1-CANFA^sigP","RCAS1","embedded",2
"c1063369-g2-i2^sp-Q865S0-RCAS1-CANFA^sigP","RCAS1","embedded",2
"c1063370-g1-i1^sp-P22682-CBL-MOUSE^Cbl-N","CBL","embedded",2
"c1063376-g1-i1^sp-Q9Y6H6-KCNE3-HUMAN^ISK-Channel^Tm1","KCNE3","embedded",2
"c1063380-g1-i1^sp-P10645-CMGA-HUMAN^sp-Q9XS63-CMGA-HORSE^Granin^sigP","CMGA","embedded",2
"c1063389-g2-i1^sp-Q09575-YRD6-CAEEL^rve","YRD6","embedded",2
"c1063402-g1-i2^sp-Q5ZIN0-ABD12-CHICK^Abhydrolase-5^Tm1","ABD12","embedded",2
"c1063403-g1-i1^sp-Q16696-CP2AD-HUMAN^sp-P11509-CP2A6-HUMAN^p450^Tm1","CP2AD","embedded",2
"c1063404-g1-i2^sp-Q5RDI2-HSBP1-PONAB^sp-O75506-HSBP1-HUMAN^HSBP1","HSBP1","embedded",2
"c1063409-g1-i4^sp-Q2HJ90-LRC42-BOVIN^sp-Q9Y547-HSB11-HUMAN","LRC42","embedded",2
"c1063413-g3-i1^sp-Q15382-RHEB-HUMAN^Arf","RHEB","embedded",2
"c1063415-g1-i1^sp-Q5R8S2-PSB5-PONAB^Proteasome^Tm2","PSB5","embedded",2
"c1063424-g2-i5^sp-Q5VV67-PPRC1-HUMAN^RRM-1","PPRC1","embedded",2
"c1063427-g1-i1^sp-Q5VWP2-FA46C-HUMAN^DUF1693","FA46C","embedded",2
"c1063431-g3-i1^sp-Q8IUE6-H2A2B-HUMAN^sp-P02264-H2A-ONCMY^Histone","H2A2B","embedded",2
"c1063439-g1-i3^sp-Q08DA3-UBP16-BOVIN^sp-Q99M03-RWD2B-MOUSE^RWD^zf-UBP","UBP16","embedded",2
"c1063439-g1-i6^sp-Q08DA3-UBP16-BOVIN^sp-Q99M03-RWD2B-MOUSE^RWD^zf-UBP","UBP16","embedded",2
"c1063443-g2-i1^sp-P11369-POL2-MOUSE^Exo-endo-phos^Transposase-22","POL2","embedded",2
"c1063443-g2-i2^sp-P11369-POL2-MOUSE^Exo-endo-phos^Transposase-22","POL2","embedded",2
